"pathway","N","DE","P.DE","FDR"
"REACTOME_CLEC7A_DECTIN_1_INDUCES_NFAT_ACTIVATION",11,3,0.265766625000249,0.977814089124293
"REACTOME_CLEC7A_DECTIN_1_SIGNALING",95,9,0.630797909842888,1
"REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS",18,2,0.444172484906262,1
"REACTOME_ORGANIC_ANION_TRANSPORT",5,1,0.345578692834106,1
"REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME",58,1,0.994336069439566,1
"REACTOME_HEDGEHOG_OFF_STATE",109,8,0.875543761798631,1
"REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS",109,16,0.0455952932860863,0.717551519563081
"REACTOME_CILIUM_ASSEMBLY",194,12,0.963637734405724,1
"REACTOME_ABC_TRANSPORTER_DISORDERS",74,2,0.987720113335499,1
"REACTOME_SLC_TRANSPORTER_DISORDERS",94,10,0.486619910023757,1
"REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS",168,12,0.871197195722328,1
"REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE",93,9,0.553255675107591,1
"REACTOME_VXPX_CARGO_TARGETING_TO_CILIUM",20,1,0.935505420557696,1
"REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE",49,2,0.960635019507028,1
"REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM",23,2,0.50834484889068,1
"REACTOME_INTRAFLAGELLAR_TRANSPORT",53,3,0.860504900722887,1
"REACTOME_PYROPTOSIS",27,2,0.716116901407264,1
"REACTOME_DECTIN_2_FAMILY",23,3,0.429554955147627,1
"REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS",131,14,0.452307902047027,1
"REACTOME_CD209_DC_SIGN_SIGNALING",20,3,0.393951544950866,1
"REACTOME_TRAFFICKING_OF_MYRISTOYLATED_PROTEINS_TO_THE_CILIUM",4,0,1,1
"REACTOME_RHO_GTPASES_ACTIVATE_PKNS",82,5,0.817066830013771,1
"REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3",55,1,0.975639920074412,1
"REACTOME_RHO_GTPASES_ACTIVATE_CIT",19,4,0.213532843395496,0.945684440980129
"REACTOME_RHO_GTPASES_ACTIVATE_KTN1",11,1,0.709641706261449,1
"REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS",30,5,0.176862661590755,0.89559959394792
"REACTOME_TNFR1_MEDIATED_CERAMIDE_PRODUCTION",6,1,0.571080272163371,1
"REACTOME_RHO_GTPASES_ACTIVATE_ROCKS",19,3,0.397589065073704,1
"REACTOME_RHO_GTPASES_ACTIVATE_PAKS",19,2,0.75795919856465,1
"REACTOME_TP53_REGULATES_METABOLIC_GENES",81,7,0.688783598243921,1
"REACTOME_LIGAND_RECEPTOR_INTERACTIONS",8,1,0.703868532299765,1
"REACTOME_HEDGEHOG_ON_STATE",84,7,0.76788476422985,1
"REACTOME_REGULATION_OF_TP53_ACTIVITY",156,17,0.581895642631709,1
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES",43,6,0.339520885565673,1
"REACTOME_ACTIVATION_OF_SMO",18,3,0.447201377903221,1
"REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION",7,2,0.308045159870049,1
"REACTOME_CONSTITUTIVE_SIGNALING_BY_EGFRVIII",15,2,0.547191861983236,1
"REACTOME_APEX1_INDEPENDENT_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY",7,2,0.0871428013597552,0.79558929708388
"REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR",21,1,0.875083313323944,1
"REACTOME_FRUCTOSE_METABOLISM",7,0,1,1
"REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2",17,0,1,1
"REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4",14,0,1,1
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1",31,4,0.468022384655393,1
"REACTOME_SHC_MEDIATED_CASCADE_FGFR1",21,2,0.711894509168713,1
"REACTOME_PI_3K_CASCADE_FGFR1",21,2,0.733933420630969,1
"REACTOME_FRS_MEDIATED_FGFR1_SIGNALING",23,1,0.933104929492969,1
"REACTOME_PI_3K_CASCADE_FGFR2",22,1,0.940503476816971,1
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2",29,2,0.859964819789369,1
"REACTOME_FRS_MEDIATED_FGFR2_SIGNALING",24,0,1,1
"REACTOME_SHC_MEDIATED_CASCADE_FGFR3",17,1,0.886915140222753,1
"REACTOME_FRS_MEDIATED_FGFR3_SIGNALING",19,0,1,1
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3",24,2,0.790274860962794,1
"REACTOME_PI_3K_CASCADE_FGFR3",17,1,0.899056174582286,1
"REACTOME_FRS_MEDIATED_FGFR4_SIGNALING",21,0,1,1
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4",26,2,0.826188542897167,1
"REACTOME_SHC_MEDIATED_CASCADE_FGFR4",19,1,0.911861483602195,1
"REACTOME_PI_3K_CASCADE_FGFR4",19,1,0.921325368828436,1
"REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING",32,4,0.441138702013063,1
"REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING",33,3,0.697973821511245,1
"REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING",28,3,0.593175590239715,1
"REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING",30,3,0.645083111492722,1
"REACTOME_SIGNALING_BY_FGFR1",49,8,0.183784933292164,0.899919026815502
"REACTOME_SIGNALING_BY_FGFR2",72,8,0.449985026091504,1
"REACTOME_SIGNALING_BY_FGFR3",39,5,0.414812601918978,1
"REACTOME_SIGNALING_BY_FGFR4",40,5,0.443098101980672,1
"REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE",42,1,0.99003370610964,1
"REACTOME_SIGNALING_BY_FGFR4_IN_DISEASE",11,1,0.776989378033424,1
"REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE",38,4,0.697627819635248,1
"REACTOME_TRANSLESION_SYNTHESIS_BY_POLK",17,0,1,1
"REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS",32,1,0.956380199956668,1
"REACTOME_REGULATION_OF_RAS_BY_GAPS",66,5,0.777897116946622,1
"REACTOME_FGFRL1_MODULATION_OF_FGFR1_SIGNALING",13,1,0.806079407091732,1
"REACTOME_RESPONSE_TO_METAL_IONS",14,0,1,1
"REACTOME_CLEC7A_INFLAMMASOME_PATHWAY",6,0,1,1
"REACTOME_METALLOTHIONEINS_BIND_METALS",11,0,1,1
"REACTOME_FORMATION_OF_XYLULOSE_5_PHOSPHATE",5,0,1,1
"REACTOME_MELANIN_BIOSYNTHESIS",5,0,1,1
"REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM",31,0,1,1
"REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES",34,8,0.0459215733704251,0.717551519563081
"REACTOME_RHO_GTPASES_ACTIVATE_FORMINS",135,18,0.110353893880098,0.840494772108662
"REACTOME_RHO_GTPASES_ACTIVATE_RHOTEKIN_AND_RHOPHILINS",9,1,0.54834232234852,1
"REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY",94,7,0.735608291112925,1
"REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES",22,8,0.000728727637525862,0.147463242650769
"REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS",26,4,0.162188470481231,0.889031901539084
"REACTOME_RAF_ACTIVATION",33,7,0.107264869529482,0.840494772108662
"REACTOME_MAP2K_AND_MAPK_ACTIVATION",38,8,0.0688684270482955,0.77388430980496
"REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER",24,3,0.643134703984652,1
"REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY",6,1,0.536398115457639,1
"REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY",41,6,0.281735388794164,0.994071336227002
"REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY",15,0,1,1
"REACTOME_PROTEIN_REPAIR",6,1,0.477412853959291,1
"REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS",59,2,0.96130823870209,1
"REACTOME_LGI_ADAM_INTERACTIONS",14,3,0.199219608595267,0.936265948413396
"REACTOME_SURFACTANT_METABOLISM",29,2,0.726339851231504,1
"REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION",15,2,0.516866157441466,1
"REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA",37,2,0.877413998632432,1
"REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ",10,0,1,1
"REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR",67,3,0.948262986207549,1
"REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND",21,3,0.173698084805328,0.89559959394792
"REACTOME_MAPK6_MAPK4_SIGNALING",90,4,0.982568386170385,1
"REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM",9,1,0.575551152107468,1
"REACTOME_DEFECTIVE_CSF2RB_CAUSES_SMDP5",7,1,0.379832557616112,1
"REACTOME_UCH_PROTEINASES",98,6,0.808301343315191,1
"REACTOME_JOSEPHIN_DOMAIN_DUBS",11,1,0.626238891281581,1
"REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES",35,6,0.169118029761005,0.89559959394792
"REACTOME_METALLOPROTEASE_DUBS",36,2,0.729736848897942,1
"REACTOME_CD22_MEDIATED_BCR_REGULATION",5,4,0.000532166991147622,0.138678802686384
"REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR",158,11,0.87799824145229,1
"REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES",34,2,0.852219245786332,1
"REACTOME_HOMOLOGY_DIRECTED_REPAIR",129,7,0.951931460960862,1
"REACTOME_SENSING_OF_DNA_DOUBLE_STRAND_BREAKS",6,0,1,1
"REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA",26,1,0.933994776341512,1
"REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ",60,3,0.912962390344378,1
"REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE",42,1,0.98210984396005,1
"REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE",69,3,0.969417978259528,1
"REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS",89,2,0.997306141236044,1
"REACTOME_CARGO_CONCENTRATION_IN_THE_ER",31,3,0.590001087684282,1
"REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER",36,1,0.944129722016658,1
"REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER",40,1,0.976338798601884,1
"REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER",25,1,0.909685639873582,1
"REACTOME_NUCLEOTIDE_EXCISION_REPAIR",107,5,0.964516323863346,1
"REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER",81,4,0.928072660155373,1
"REACTOME_DUAL_INCISION_IN_GG_NER",39,2,0.894099472429903,1
"REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE",61,1,0.989164325804891,1
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT",90,4,0.922915360764138,1
"REACTOME_INFLAMMASOMES",21,3,0.361581326686578,1
"REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS",7,1,0.523460731477004,1
"REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS",11,0,1,1
"REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS",9,0,1,1
"REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX",51,3,0.822194381287256,1
"REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER",76,4,0.920101057052682,1
"REACTOME_DUAL_INCISION_IN_TC_NER",63,4,0.838509838441838,1
"REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL",41,0,1,1
"REACTOME_SYNTHESIS_OF_WYBUTOSINE_AT_G37_OF_TRNA_PHE",6,0,1,1
"REACTOME_FANCONI_ANEMIA_PATHWAY",37,0,1,1
"REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING",24,3,0.407187075056098,1
"REACTOME_INTERLEUKIN_10_SIGNALING",45,6,0.0840863514244354,0.795310479026394
"REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS",58,1,0.992465251475794,1
"REACTOME_TRNA_PROCESSING_IN_THE_MITOCHONDRION",4,0,1,1
"REACTOME_ERBB2_REGULATES_CELL_MOTILITY",14,0,1,1
"REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING",103,15,0.180724755665067,0.898233741752869
"REACTOME_TRNA_MODIFICATION_IN_THE_MITOCHONDRION",8,0,1,1
"REACTOME_GDP_FUCOSE_BIOSYNTHESIS",6,1,0.536804564021337,1
"REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS",17,3,0.196267992618555,0.929811409846767
"REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL",57,0,1,1
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES",49,9,0.0676578194871231,0.77388430980496
"REACTOME_RRNA_MODIFICATION_IN_THE_MITOCHONDRION",6,0,1,1
"REACTOME_NEUREXINS_AND_NEUROLIGINS",51,5,0.903251232731604,1
"REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES",77,11,0.62023325162048,1
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES",61,2,0.986445714699127,1
"REACTOME_CHOLINE_CATABOLISM",6,0,1,1
"REACTOME_COMPLEX_I_BIOGENESIS",49,4,0.524976302693627,1
"REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS",6,2,0.0320870976123829,0.66329407392645
"REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS",43,10,0.0321336371451172,0.66329407392645
"REACTOME_SIGNALING_BY_BRAF_AND_RAF_FUSIONS",63,10,0.303057728566597,1
"REACTOME_RAS_SIGNALING_DOWNSTREAM_OF_NF1_LOSS_OF_FUNCTION_VARIANTS",7,1,0.615150958822486,1
"REACTOME_ONCOGENIC_MAPK_SIGNALING",79,13,0.203041944341219,0.941436707559203
"REACTOME_ANTIMICROBIAL_PEPTIDES",88,10,0.00742241008108991,0.451719927108996
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE",20,3,0.472073180643338,1
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN",13,3,0.21028270686702,0.945684440980129
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES",12,2,0.416957837381017,1
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS",12,3,0.209957029122268,0.945684440980129
"REACTOME_FGFR2_ALTERNATIVE_SPLICING",27,2,0.776905699578934,1
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST",18,2,0.528663628850558,1
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN",21,5,0.0659232163109533,0.77388430980496
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST",14,3,0.253862035526348,0.966654766997503
"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION",89,6,0.863290606901132,1
"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION",29,4,0.468040385455329,1
"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS",14,4,0.160179940209493,0.88595543543401
"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION",19,0,1,1
"REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION",37,3,0.858300159889132,1
"REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS",46,1,0.993016610620424,1
"REACTOME_SIGNALING_BY_MET",78,15,0.0401109842336397,0.717551519563081
"REACTOME_MET_RECEPTOR_ACTIVATION",6,1,0.479877789810967,1
"REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY",20,2,0.654679461063262,1
"REACTOME_PTEN_REGULATION",135,13,0.712853473358889,1
"REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES",77,4,0.901532723751979,1
"REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT",100,7,0.833282384895563,1
"REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE",126,7,0.648786150518876,1
"REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC",96,9,0.594286409129883,1
"REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC",51,5,0.561991029412476,1
"REACTOME_INTRA_GOLGI_TRAFFIC",43,3,0.805816221394191,1
"REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK",47,4,0.690215132070606,1
"REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC",196,18,0.679772634861344,1
"REACTOME_PI5P_REGULATES_TP53_ACETYLATION",9,0,1,1
"REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING",38,2,0.904404561917701,1
"REACTOME_GLYCEROPHOSPHOLIPID_CATABOLISM",7,0,1,1
"REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION",6,0,1,1
"REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX",11,1,0.581038980656782,1
"REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX",66,3,0.915185255332839,1
"REACTOME_MITOTIC_PROPHASE",130,8,0.863538741649671,1
"REACTOME_MITOTIC_PROMETAPHASE",193,16,0.751189341162984,1
"REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS",11,0,1,1
"REACTOME_G2_PHASE",5,1,0.48233856008738,1
"REACTOME_ORC1_REMOVAL_FROM_CHROMATIN",69,2,0.982613498437775,1
"REACTOME_DNA_REPLICATION_INITIATION",7,0,1,1
"REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX",31,1,0.94705460459437,1
"REACTOME_DNA_REPLICATION_PRE_INITIATION",81,3,0.974473741974455,1
"REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE",89,3,0.983456784140756,1
"REACTOME_POLYMERASE_SWITCHING",13,1,0.738192520806946,1
"REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND",14,1,0.772493355944954,1
"REACTOME_LAGGING_STRAND_SYNTHESIS",19,1,0.864907838987974,1
"REACTOME_DNA_STRAND_ELONGATION",31,2,0.79972398063496,1
"REACTOME_G1_S_SPECIFIC_TRANSCRIPTION",28,2,0.757645258035723,1
"REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1",46,8,0.143596615115792,0.866447570515687
"REACTOME_S_PHASE",157,9,0.958196104448869,1
"REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION",24,1,0.882596795889405,1
"REACTOME_DNA_REPLICATION",124,6,0.965327013031793,1
"REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT",86,2,0.996883026300638,1
"REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT",5,0,1,1
"REACTOME_G2_M_CHECKPOINTS",157,3,0.999897253454725,1
"REACTOME_STABILIZATION_OF_P53",55,1,0.991996122897806,1
"REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS",66,3,0.938820474763095,1
"REACTOME_MITOTIC_SPINDLE_CHECKPOINT",109,8,0.794843350052286,1
"REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY",83,6,0.828523694840323,1
"REACTOME_GLYCOLYSIS",70,5,0.814334372176743,1
"REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS",12,0,1,1
"REACTOME_GLUCONEOGENESIS",33,3,0.564474704700175,1
"REACTOME_PYRUVATE_METABOLISM",29,3,0.598829061704607,1
"REACTOME_GLUCOSE_METABOLISM",90,7,0.766206614897161,1
"REACTOME_FRUCTOSE_CATABOLISM",5,0,1,1
"REACTOME_GALACTOSE_CATABOLISM",5,0,1,1
"REACTOME_UREA_CYCLE",9,0,1,1
"REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM",20,2,0.530369037144625,1
"REACTOME_HISTIDINE_CATABOLISM",8,1,0.474739713343695,1
"REACTOME_PROPIONYL_COA_CATABOLISM",5,0,1,1
"REACTOME_LYSINE_CATABOLISM",12,0,1,1
"REACTOME_TRYPTOPHAN_CATABOLISM",14,1,0.648334698036626,1
"REACTOME_CREATINE_METABOLISM",10,4,0.00558421364878779,0.445280597572864
"REACTOME_PENTOSE_PHOSPHATE_PATHWAY",11,0,1,1
"REACTOME_ETHANOL_OXIDATION",12,0,1,1
"REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE",21,1,0.866618865428386,1
"REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE",52,4,0.792471393603529,1
"REACTOME_MRNA_CAPPING",28,1,0.920210048008636,1
"REACTOME_MRNA_SPLICING_MINOR_PATHWAY",51,1,0.987319831506388,1
"REACTOME_MRNA_SPLICING",180,3,0.999991441011006,1
"REACTOME_MRNA_EDITING_C_TO_U_CONVERSION",8,1,0.297961590316717,1
"REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM",79,2,0.994331506364341,1
"REACTOME_TRNA_PROCESSING",105,1,0.999884779966576,1
"REACTOME_RRNA_PROCESSING",192,3,0.999959799357467,1
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION",112,1,0.999818162293503,1
"REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",55,1,0.990415573170736,1
"REACTOME_RECYCLING_OF_EIF2_GDP",7,0,1,1
"REACTOME_TRANSPORT_OF_NUCLEOTIDE_SUGARS",8,0,1,1
"REACTOME_PYRIMIDINE_SALVAGE",10,3,0.0460896436997607,0.717551519563081
"REACTOME_PYRIMIDINE_CATABOLISM",12,0,1,1
"REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION",45,6,0.274635637233238,0.988618500993346
"REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE",79,2,0.974804586089161,1
"REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION",18,1,0.740331980671331,1
"REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS",12,1,0.711218723254413,1
"REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION",62,0,1,1
"REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION",30,1,0.937045581310436,1
"REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION",98,7,0.647670932119583,1
"REACTOME_BASE_EXCISION_REPAIR",82,3,0.943845115242628,1
"REACTOME_CHROMOSOME_MAINTENANCE",125,3,0.998668225566132,1
"REACTOME_DEATH_RECEPTOR_SIGNALLING",127,15,0.504017424898834,1
"REACTOME_DNA_DAMAGE_BYPASS",47,1,0.990594308467155,1
"REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION",54,2,0.876232172337348,1
"REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES",38,3,0.644629823742892,1
"REACTOME_DNA_DAMAGE_REVERSAL",8,0,1,1
"REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION",23,4,0.159314495411233,0.884976402941223
"REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION",41,5,0.302137849131159,1
"REACTOME_KETONE_BODY_METABOLISM",10,1,0.646849615033103,1
"REACTOME_PURINE_SALVAGE",12,1,0.717402977976898,1
"REACTOME_PURINE_CATABOLISM",17,2,0.368752603254575,1
"REACTOME_IRS_ACTIVATION",5,2,0.218585972523863,0.945684440980129
"REACTOME_SIGNAL_ATTENUATION",10,3,0.17571130826641,0.89559959394792
"REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE",53,7,0.470695099507089,1
"REACTOME_SIGNALING_BY_INSULIN_RECEPTOR",76,11,0.241465324686168,0.956479094499593
"REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX",13,0,1,1
"REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA",27,0,1,1
"REACTOME_MRNA_EDITING",10,1,0.527204992401603,1
"REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS",35,5,0.387657793384937,1
"REACTOME_TRIGLYCERIDE_BIOSYNTHESIS",13,2,0.214734939165492,0.945684440980129
"REACTOME_APOPTOTIC_EXECUTION_PHASE",49,6,0.482473329129393,1
"REACTOME_FASL_CD95L_SIGNALING",5,0,1,1
"REACTOME_TRAIL_SIGNALING",8,1,0.617425177403316,1
"REACTOME_DISSOLUTION_OF_FIBRIN_CLOT",13,1,0.732557715081967,1
"REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS",23,2,0.713267204222048,1
"REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN",15,4,0.0886894796131609,0.79558929708388
"REACTOME_TNF_SIGNALING",41,2,0.925411472374233,1
"REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2",121,9,0.82605733049324,1
"REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION",39,9,0.0288693177192701,0.647766882107062
"REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_1_PROMOTER",28,2,0.661326250699164,1
